ID,Name in English,Countries,Country codes alpha 3,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
1124,Kaike,Nepal,NPL,Definitely endangered,794,28.9642,82.9819,Dolpo district
372,Kildin Saami,Russian Federation,RUS,Severely endangered,787,68.0075,35.0079,"earlier many locations in the eastern parts of Kola County and the western parts of Lovozero County in central Murmansk Province, from which they were concentrated to the county centre Lovozero"
740,Ese eja,"Bolivia (Plurinational State of), Peru","BOL, PER",Definitely endangered,782,-12.5867,-69.0161,"Departamento de  Madre de  Dios, ríos  Tambopata  y Heath, aldeas de Infierno y Palma Real. Department of Beni (Bolivia)."
2214,Central Cagayan Agta,Philippines,PHL,Vulnerable,779,17.9891,121.8603,
971,Mixtec of Santa Inés de Zaragoza,Mexico,MEX,Definitely endangered,775,17.2333,-97.1666,"Municipality of Santa Inés de Zaragoza, state of Oaxaca"
1282,Ocopetatillo Mazatec,Mexico,MEX,Vulnerable,757,18.1856,-96.9113,"Municipality of San Pedro Ocopetatillo, state of Oaxaca"
607,Jaqaru,Peru,PER,Severely endangered,750,-12.7488,-75.8248,"Departamento de  Lima, Provincia de  Yauyos, pueblo de  Tupe como lugar focal"
1989,Waiwai (Suriname),Suriname,SUR,Critically endangered,750,2.1528,-56.206,"The Tunayana Waiwai live in a Trio community in southern Suriname, Kwamalasemutu."
1639,Laal,Chad,TCD,Critically endangered,749,9.9607,17.6083,
506,Ulcha,Russian Federation,RUS,Critically endangered,732,52.0457,140.4162,Ul’cha County in Khabarovsk Region
2491,Jawe,New Caledonia (France),NCL,Vulnerable,729,-20.4913,164.696,"Hienghène, Pouébo"
46,Maslam,"Cameroon, Chad","CMR, TCD",Severely endangered,723,12.136,14.6914,
620,Nambiquara do Sul,Brazil,BRA,Vulnerable,721,-13.2506,-59.5404,
2358,North Slavey,Canada,CAN,Definitely endangered,720,65.2161,-123.4362,Spread over 4 communities in Canada
266,Gitksan,Canada,CAN,Severely endangered,710,55.355,-127.6828,Spread over 8 communities in Canada
1835,A'ingae / Cofan (Ecuador),Ecuador,ECU,Definitely endangered,700,0.0659,-76.7065,"In Ecuador: Province of Sucumbíos, Lago Agrio county,  Dureno and  Jambelí parishes; Cascales county,  El Dorado parish; Cuyabeno county, Cuyabeno parish;  Sucumbíos county, La Bonita parish. Major settlements are in Sinangue, Dovuno, Dureno and Zabalo,"
18,Animere,Ghana,GHA,Critically endangered,700,7.6129,0.4064,
2288,Batek,Malaysia,MYS,Critically endangered,700,4.6695,102.5051,
2269,Enggano,Indonesia,IDN,Vulnerable,700,-5.4191,102.2717,"Sumatra, Indonesia"
1703,Indri,Sudan,SDN,Severely endangered,700,8.4397,25.5926,"Southern Sudan, southwest, in a small area around Raga"
193,Kalaw Lagaw Ya,Australia,AUS,Definitely endangered,700,-10.0828,142.1081,
2514,Lakon,Vanuatu,VUT,Vulnerable,700,-14.251,167.422,Gaua Island
2406,Mok (China),China,CHN,Definitely endangered,700,21.5158,100.221,
2078,Ngaanyatjarra,Australia,AUS,Vulnerable,700,-26.037,124.541,
2625,Ngatikese Men's Creole,Micronesia (Federated States of),FSM,Definitely endangered,700,5.8305,157.2308,Ngatik Atoll
1845,Piratapuya (Brazil),Brazil,BRA,Severely endangered,700,0.5712,-66.7089,
1488,Mountain Guarijío,Mexico,MEX,Vulnerable,696,27.8758,-108.553,Localities of Arechuyvo and others in the municipality of Uruuachi; municipalities of Chínipas and Moris in the state of Chihuahua
496,Nivkh (Sakhalin),Russian Federation,RUS,Severely endangered,688,51.7814,143.1628,"Sakhalin Province: the village of Nekrasovka and smaller neighbouring villages such as Moskal’vo, Chir-Unvd and Viakhtu in Okha County; the village of Rybnovsk (Rybnoye) in the same county; the town of Nogliki in Nogliki County; also the town of Poronaysk in Poronaysk County"
1759,Krikati,Brazil,BRA,Vulnerable,682,-5.8674,-46.7468,
273,Dakota,Canada,CAN,Definitely endangered,675,49.8461,-100.5035,Spread over 7 communities in Canada
1241,Carrier,Canada,CAN,Severely endangered,660,54.2395,-125.7621,Spread over 30 communities in Canada
936,Matlatzinca,Mexico,MEX,Definitely endangered,651,19.0479,-100.2197,"San Francisco Oztotilpan, municipality of Temascaltepec"
1308,Kasanga,Guinea-Bissau,GNB,Critically endangered,650,12.2702,-16.1553,
1856,Wanano / Kotiria (Brazil),Brazil,BRA,Vulnerable,650,0.6152,-67.5,
1266,Central Popoloc,Mexico,MEX,Severely endangered,641,18.5842,-97.9295,"Municipality of Tepexi de Rodríguez, state of Puebla"
2364,Eastern Ojibwe,Canada,CAN,Severely endangered,620,44.8381,-80.1983,Spread over 23 communities in Canada
1487,River Guarijío,Mexico,MEX,Vulnerable,617,27.5196,-109.2525,Locality of Mesa Colorada in the municipality of Álamos; municipality of Quiriego in the state of Sonora
1858,Yuhup (Brazil),Brazil,BRA,Vulnerable,617,-1.0546,-69.3896,370 in the group of Apapóris.  There are another 7 villages on the Tiquié
933,Ocoyoacac Otomí,Mexico,MEX,Severely endangered,609,19.2716,-99.4613,"San Jerónimo Acazulco, municipality of Ocoyoacac, state of Mexico"
1402,Akum,"Cameroon, Nigeria","CMR, NGA",Critically endangered,600,6.73,9.9316,
2628,Blablanga,Solomon Islands,SLB,Definitely endangered,600,-8.206,159.4638,Santa Isabel
1418,Bubia,Cameroon,CMR,Severely endangered,600,4.0204,9.2037,
897,Chickasaw,United States of America,USA,Severely endangered,600,34.6,-96.8161,"Chickasaw Nation in parts of 13 counties in south-central Oklahoma, from Byng or Happyland (near Ada) in the north, and from Davis or Ardmore in the west to Fillmore and Wapanucka in the east. "
1628,Desano (Brazil),Brazil,BRA,Definitely endangered,600,0.0878,-67.9394,
351,Faetar,Italy,ITA,Definitely endangered,600,41.3265,15.1721,Faeto and Celle San Vito in Foggia Province in Apulia; an outlying dialect of Francoprovençal not listed separately by the SIL
1668,Hixkaryána,Brazil,BRA,Vulnerable,600,-0.5493,-58.5131,
2633,Hoava,Solomon Islands,SLB,Vulnerable,600,-8.1883,157.6036,"North Marovo lagoon, New Georgia"
297,Hodi,Venezuela (Bolivarian Republic of),VEN,Vulnerable,600,6.075,-65.6323,Border of the states of Amazonas and Bolívar (Venezuela).
753,Iñapari,Peru,PER,Critically endangered,600,-12.0822,-69.7412,"Depto. de  Madre de  Dios, cuenca del río Piedras."
1648,Koke,Chad,TCD,Severely endangered,600,10.8575,18.1315,
2545,Kowiai,Indonesia,IDN,Vulnerable,600,-3.9437,134.0881,Irian Jaya
1236,Kuikuro,Brazil,BRA,Vulnerable,600,-12.35,-53.21,"Estado de Mato Grosso, Município de Gaúcha do Norte.
Villages: Ipatse, main village: 281 (2008); village of Ahukugi 150; village of  Lahatuá (100); village of Asã-enkgugetoho (80, com Kalapalo); kuikuro speakers in the Yawalapiti village (50).
Other speakers live in other Upper Xingu villages (Kalapalo, Matipu, Nahukwá, Wauja, Kamayurá, Mehinaku, Aweti).

"
2308,Laiyolo,Indonesia,IDN,Definitely endangered,600,-6.3862,120.4733,Sulawesi
1734,Mo'da,Sudan,SDN,Critically endangered,600,6.5008,29.9377,"Southern Sudan, northwest of Mvolo on both sides of the border of Lakes and Western Equatoria provinces."
497,Northern Selkup,Russian Federation,RUS,Severely endangered,600,65.7035,82.4441,"Krasnosel’kup County in Yamal Nenets Autonomous District, the northern parts of Turukhansk County in Krasnoyarsk Region and the northeastern corner of Nizhnevartovsk County in Khanty-Mansi Autonomous District"
2623,Penrhyn,Cook Islands,COK,Severely endangered,600,-9.0153,-158.0218,Penrhyn Island
2082,Pintupi,Australia,AUS,Vulnerable,600,-22.8882,128.3203,
2010,Piratapuya (Colombia),Colombia,COL,Critically endangered,600,0.8333,-69.5,En Colombia se enecuentran en el curso bajo del río Papurí (Departamento de Vaupés); en Brasil en el noroeste del estado de Amazonas
757,Siona / Secoya (Ecuador),Ecuador,ECU,Severely endangered,600,-0.0659,-76.3989,"Ecuador:  Sucumbíos province, Putumayo county, Puerto Bolívar parish; some people are also in the counties of Shushufindi and San Roque. In spite of their bilingualism, Sionas and Secoyas still maintain their ancestral traditions and ceremonies. "
716,Sonsorol,Palau,PLW,Severely endangered,600,7.4278,134.5495,Palau Islands
2627,Teanu,Solomon Islands,SLB,Definitely endangered,600,-11.6219,166.9633,Vanikoro
1912,Yaminahua (Brazil),Brazil,BRA,Vulnerable,600,-10.6606,-69.6972,
568,Andoke,Colombia,COL,Severely endangered,597,-0.769,-72.2351,"Aduche River (Araracuara region), near the middle course of the Caquetá"
980,Southern Tlapanec,Mexico,MEX,Severely endangered,592,16.7325,-98.6034,Municipality of Azoyú in the state of Guerrero
2497,Orowe,New Caledonia (France),NCL,Definitely endangered,587,-21.4223,165.4678,Bourail
633,Mosetén,Bolivia (Plurinational State of),BOL,Severely endangered,585,-15.4113,-67.5,"Mosetén: Covendo, Santa Ana and Muchanes in the Upper Beni valley (Yungas area of the department of La Paz). "
2251,Chatong,Lao People's Democratic Republic,LAO,Definitely endangered,580,15.65,107.1166,
715,Norfolk-Pitcairn (Norfolk),Norfolk Island (Australia),NFK,Definitely endangered,580,-29.0225,167.9425,Norfolk Island
2361,Nunatsiavummiutut,Canada,CAN,Definitely endangered,575,56.532,-61.7408,Spread over 7 communities in Canada
2379,Shuswap,Canada,CAN,Definitely endangered,570,51.7886,-122.2286,Spread over 28 communities in Canada
2500,Xaragure,New Caledonia (France),NCL,Vulnerable,566,-21.8054,166.4964,Thio
1872,Tapirapé,Brazil,BRA,Vulnerable,564,-10.6606,-50.4602,
1355,Lacandón,Mexico,MEX,Critically endangered,563,16.706,-91.0641,"Municipality of Ocosingo, state of Chiapas"
952,Zapotec of Zimatlán de Álvarez,Mexico,MEX,Definitely endangered,562,16.8666,-96.7833,"Zimatlán de Álvarez, state of Oaxaca"
800,Chilcotin,Canada,CAN,Definitely endangered,560,52.031,-123.1678,Spread over 13 communities in Canada
1952,Chácobo,Bolivia (Plurinational State of),BOL,Definitely endangered,550,-11.3454,-65.8135,
2631,Gao,Solomon Islands,SLB,Vulnerable,550,-8.3514,159.8167,Southeastern Santa Isabel
1660,Geme,Central African Republic,CAF,Critically endangered,550,8.4941,20.6378,
2678,Karore,Papua New Guinea,PNG,Vulnerable,550,-6.1542,149.8205,"Kandrian District, West New Britain"
2001,Yuhup (Colombia),Colombia,COL,Definitely endangered,550,-0.5493,-69.9169,
982,Western Tlapanec,Mexico,MEX,Vulnerable,549,17.4101,-99.2423,Municipality of Quechutenango in the state of Guerrero
1048,Hinukh,Russian Federation,RUS,Definitely endangered,548,42.1801,45.977,"the village of Ginukh in Tsunta County, and by an immigrant community in the village of Monastyrskoye in Kizlyar County, in the Republic of Daghestan"
2656,Anuki,Papua New Guinea,PNG,Definitely endangered,542,-9.6522,149.7656,"Arould Tapiosan, Cape Vogel, Milne Bay Province"
1294,Imeraguen,Mauritania,MRT,Definitely endangered,534,18.9166,-15.996,"The language is used  in the region near Nouakchout, the area stretching from Cape Timiris to Nouadhibou The language is a combination of a variety of Hassaniyya  with an Azer (Soninke) base. The language is mainly associated with the Oulad Bou Sba who are reported to be remnants of the Bafours."
1122,Narpa,Nepal,NPL,Definitely endangered,533,28.7315,84.261,’Nar and Phu valleys
1357,Akatek (Mexico),Mexico,MEX,Vulnerable,532,16.7823,-93.1061,"Municipality of Champotón, state of Campeche; Municipalities of Frontera Comalapa and La Trinitaria, state of Chiapas; Municipality of Othon P. Blanco in Quintana Roo"
2354,Naskapi,Canada,CAN,Vulnerable,525,54.903,-66.802,Spread over 1 communities in Canada
1038,Archi,Russian Federation,RUS,Definitely endangered,524,41.9839,46.8127,the village of Archi (Archib) in Charoda County in the Republic of Daghestan
647,Yawanawá,Brazil,BRA,Vulnerable,519,-10.8333,-70.0927,
1175,Raute,Nepal,NPL,Severely endangered,518,28.9744,80.7969,"Formerly nomadic, now resettled in Ḍãḍeldhurā and Dailekh districts."
1080,Seri,Mexico,MEX,Vulnerable,518,29.2333,-112.2,Municipalities of Hermosillo and Pitiquito in the state of Sonora
1267,Western Popoloc,Mexico,MEX,Severely endangered,516,18.4141,-98.0176,"Municipalities of Santa Inés Ahuatempan and San Felipe Otlaltepec, state of Puebla"
872,Yaqui (United States of America),United States of America,USA,Definitely endangered,510,32.1158,-111.0638,
1451,Kalapalo,Brazil,BRA,Vulnerable,506,-12.1574,-53.2521,"Estado de Mato Grosso, Município de Querência; villages Aiha, Tanguro, Asã-inkgugetoho."
491,Nganasan,Russian Federation,RUS,Severely endangered,505,72.816,91.582,"originally central Taymyr, the regions of the Pyasina and Taymyra river systems, now largely concentrated in the villages of Ust’-Avam and Volochanka in Dudinka County and Novaya in Khatanga County in the former Taymyr (Dolgan and Nenets) Autonomous District; a group of approximately 100 people continue to lead a semi-nomadic life in the region of the river Dudypta near Ust’-Avam"
2719,Jakaltek (Mexico),Mexico,MEX,Severely endangered,504,16.3137,-93.2084,"Small communities in the vicinity of Ciudad Cuautémoc, State of Chiapas"
951,Zapotec of San Antonino el Alto,Mexico,MEX,Definitely endangered,504,16.8166,-97.0333,"San Antonino el Alto, state of Oaxaca"
550,Purum,India,IND,Critically endangered,503,24.3521,93.5925,
546,Aheu,Lao People's Democratic Republic,LAO,Definitely endangered,500,18.4333,104.5,
752,Amahuaca,Peru,PER,Severely endangered,500,-10.8764,-72.29,"Departamento de  Ucayali, provincias de   Atalaya y Purús, distrito de Raimondi y Yurúa; departamento de  Madre de  Dios, provincia de  Tambopata, distrito de Las Piedras."
86,Anfillo,Ethiopia,ETH,Critically endangered,500,8.5049,34.7415,
1514,Arbanasi,Croatia,HRV,Severely endangered,500,44.0994,15.2545,Arbanasi in Zadar (Zara); an outlying dialect of (Gheg) Albanian not listed at all by the SIL
681,Baniva,Venezuela (Bolivarian Republic of),VEN,Severely endangered,500,2.8333,-67.5219,"Moroa and San Fernando de Atibapo. Puerto Ayacucho (Territorio de Amazonas, Venezuela).
"
2169,Bataan Ayta,Philippines,PHL,Definitely endangered,500,14.4324,120.4788,
1041,Bats,Georgia,GEO,Severely endangered,500,42.0982,45.0878,the village of Zemo-Alvani in Akhmeta County
965,Black Mountain,Bhutan,BTN,Definitely endangered,500,27.1955,90.43,"Black Mountains of central Bhutan.
Villages: Riti, Rukha, Cungseng, Berti, Wangling, Jangbi and Phumz'ur"
2615,Busoa,Indonesia,IDN,Vulnerable,500,-5.5722,122.6074,"Southwest coast of Buton Island, Sulawesi"
1004,Chong,"Cambodia, Thailand","KHM, THA",Severely endangered,500,12.9506,102.0374,
43,Domaaki,Pakistan,PAK,Severely endangered,500,36.0979,73.9627,"Mominabad village, Gilgit District; Hunza valley,  Northern Areas of Pakistan."
522,Ganan,Myanmar,MMR,Severely endangered,500,24.2317,95.3778,
1032,Havasupai,United States of America,USA,Definitely endangered,500,36.2429,-112.6897,"The village of Supai in Havasu Canyon, at the western end of the Grand Canyon.  "
1007,Kensiw (Thailand),Thailand,THA,Severely endangered,500,7.1712,99.7915,
2206,Khmin,China,CHN,Vulnerable,500,22.0469,100.8065,"Ban Met Noy; others in Ban Met Luong, Ban Hat Long, Ban Ko Niu"
1050,Khvarshi,Russian Federation,RUS,Definitely endangered,500,42.3417,46.1212,the village of Khvarshi in Tsumada County in the Republic of Daghestan
2487,Kundal Shahi,"India, Pakistan","IND, PAK",Definitely endangered,500,34.55,73.8833,village of Kundal Shahi in the Neelam Valley
2242,Laghuu,Viet Nam,VNM,Definitely endangered,500,23.6166,105.6833,
532,Laha (Lao Cai),Viet Nam,VNM,Definitely endangered,500,22.0333,103.75,
2197,Laha (Son La),Viet Nam,VNM,Definitely endangered,500,21.4666,103.75,
1404,Langa,Cameroon,CMR,Severely endangered,500,6.5404,11.6427,
2682,Laxudumau,Papua New Guinea,PNG,Vulnerable,500,-2.8922,151.2467,"Village of Lakudumau (or Lakuramau), central east coast of New Ireland Province"
1394,Majera,Cameroon,CMR,Critically endangered,500,11.3231,14.9839,
772,Maliseet-Passamaquoddy,United States of America,USA,Severely endangered,500,44.9572,-67.0496,"Communities in the United States are in Pleasant Point and Indian Township, Maine; a few speakers live in Old Town, Maine and Bridgeport, Connecticut."
1543,Mikasuki,United States of America,USA,Vulnerable,500,26.3202,-80.9877,"Spoken in Florida by members of the Miccosukee Tribe (with four  small reservations in Southwest Miami-Dade County, including Tamiami Trail, Alligator Alley and two on Krome Avenue) and  the Seminole Tribe (with five  reservation, with Mikasuki spoken at four: the  Big Cypress, Immokalee, Hollywood, and Tampa reservations. (Creek [the Florida Seminole dialect] is dominant at the 
Brighton Reservation.)"
1299,Mlomp,Senegal,SEN,Critically endangered,500,12.7421,-16.4904,
2560,Onin,Indonesia,IDN,Vulnerable,500,-2.9745,132.2383,Irian Jaya
2561,Ormu,Indonesia,IDN,Vulnerable,500,-2.5136,140.6675,Irian Jaya
306,Palikur (French Guyana),French Guiana (France),GUF,Severely endangered,500,3.908,-51.9873,On the lower Oyapock River in French Guyana and in Amapá territory (Brazil).
1918,Pemon (Brazil),Brazil,BRA,Vulnerable,500,4.664,-60.216,
996,Quechua of Chachapoyas,Peru,PER,Critically endangered,500,-6.2606,-77.7722,"Area of Chachapoyas in the department of Amazonas, Peru. "
2449,Samatu,China,CHN,Critically endangered,500,24.2105,98.9655,
1163,Seke,Nepal,NPL,Vulnerable,500,28.9282,83.8249,Kālī Gaṇḍakī river valley
2056,Siona / Secoya (Colombia),Colombia,COL,Critically endangered,500,0.493,-76.2464,"Departamento del Putumayo. Municipios de Puerto Asis y Puerto Leguizamo, orilla izquierda del río Putumayo. En Ecuador en la Provincia de Sucumbíos y en Perú en el Departamento de Loreto."
414,South Saami,"Norway, Sweden","NOR, SWE",Severely endangered,500,64.2063,13.4802,"Vilhelmina County and parts of neigbouring counties in Västerbotten Province (Åsele Lappmark), Strömsund, Krokom, Åre, Berg and Härjedalen counties in Jämtland Province, and Idre region in Älvdalen County in Dalarna Province, Sweden; southern parts (up till Rana) in Nordland Province, many parts of Nord-Trøndelag and Sør-Trøndelag provinces and Engerdal region in Hedmark Province, Norway"
2567,Taikat,Indonesia,IDN,Definitely endangered,500,-2.8429,140.846,Irian Jaya
2319,Taloki,Indonesia,IDN,Definitely endangered,500,-4.5928,122.8628,Sulawesi
1644,Tamki,Chad,TCD,Critically endangered,500,11.48,18.2125,
1866,Tawahka,Honduras,HND,Severely endangered,500,15.3602,-85.1373,"Banks of Patuca river, Gracias a Dios dept; part of Olancho dept."
